simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.50-d_0-l_1000000	cell_0,cell_13,cell_16,cell_19,cell_2,cell_3,cell_4,cell_5,cell_7,cell_8	mut1	0	104.6668996426551216541534964	0E+25	
simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.50-d_0-l_1000000	cell_0,cell_13,cell_16,cell_19,cell_6	mut8	0	104.6668996426551216541534964	0E+25	
simNo_9-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.50-d_0-l_1000000	cell_0,cell_13,cell_18,cell_19,cell_2,cell_3,cell_5,cell_6,cell_9	mut1	0	0.6070167781755062807449636897	0E+28	
simNo_9-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.25-d_0-l_1000000	cell_0,cell_13,cell_18,cell_19,cell_2,cell_3,cell_5,cell_7,cell_9	mut3	0	3.032906320153281020633684931E-13	0E+40	
simNo_7-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.50-d_0-l_1000000	cell_0,cell_13,cell_18,cell_3,cell_6	mut4	0	155.3297417209112627116486354	0E+25	
simNo_5-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.25-d_0-l_1000000	cell_0,cell_13,cell_19,cell_2,cell_4,cell_8	mut1	0	2.451450462644184910075235752E-21	0E+48	
simNo_5-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.25-d_0-l_1000000	cell_0,cell_13,cell_19,cell_2,cell_6,cell_7	mut3	5.474143624520765240488038694E-22	2.451450462644184910075235752E-21	0.2233022330223324721418389757	
simNo_8-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_13,cell_3,cell_9	mut4	0	3.479178490363624174790845028E-9	0E+36	
simNo_5-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.2-na_0.50-d_0-l_1000000	cell_0,cell_14,cell_15,cell_18,cell_2,cell_7	mut0	0	2.865720242314168945104521720E-12	0E+39	
simNo_5-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_14,cell_15,cell_19,cell_4	mut3	0	4.389712819649266717030737042E-11	0E+38	
simNo_5-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_14,cell_16,cell_17,cell_19,cell_3,cell_7	mut4	0	4.389712819649266717030737042E-11	0E+38	
simNo_2-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.2-na_0.50-d_0-l_1000000	cell_0,cell_14,cell_16,cell_18,cell_19,cell_2,cell_4,cell_7	mut1	0	0.0009912666784218112176739539117	0E+31	
simNo_9-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.50-d_0-l_1000000	cell_0,cell_14,cell_4,cell_5,cell_6,cell_7,cell_9	mut0	0	0.6070167781755062807449636897	0E+28	
simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.2-na_0.25-d_0-l_1000000	cell_0,cell_15,cell_19,cell_3,cell_5	mut9	0	1.756830081495811357184143189E-10	0E+37	
simNo_3-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000	cell_0,cell_15,cell_2,cell_5,cell_6,cell_7,cell_8,cell_9	mut1	0	0.06301027647899953850804839347	0E+29	
simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_15,cell_5,cell_6	mut10	2.680327845306388908781942568E-12	8.934336806759786149642871641E-8	0.00003000030000300003000029992752	
simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_16,cell_3,cell_6,cell_7	mut0	0	8.934336806759786149642871641E-8	0E+35	
simNo_2-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.50-d_0-l_1000000	cell_0,cell_16,cell_4,cell_5,cell_6,cell_8,cell_9	mut1	0	1.716692208696636821295665338	0E+27	
simNo_1-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.50-d_0-l_1000000	cell_0,cell_16,cell_4,cell_7,cell_9	mut3	0	498.2892099442033726104696785	0E+25	
simNo_3-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_16,cell_8	mut5	0	2.590093846302139373276968867E-9	0E+36	
simNo_5-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_17,cell_19,cell_3,cell_4	mut0	0	4.389712819649266717030737042E-11	0E+38	
simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_17,cell_3	mut8	0	8.934336806759786149642871641E-8	0E+35	
simNo_7-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.50-d_0-l_1000000	cell_0,cell_18,cell_19,cell_2,cell_3,cell_4	mut0	0	155.3297417209112627116486354	0E+25	
simNo_7-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.25-d_0-l_1000000	cell_0,cell_19,cell_2	mut5	2.468092884846987456995721400E-13	3.525811719883055696259699608E-9	0.00007000070000700006999330764150	
simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000	cell_0,cell_1,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_17,cell_18,cell_19,cell_2,cell_4,cell_5,cell_6,cell_7,cell_8	mut0	0	0.0004058944334616048660721505743	0E+31	
simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.4-na_0.50-d_0-l_1000000	cell_0,cell_1,cell_10,cell_11,cell_16,cell_17,cell_18,cell_19,cell_3	mut1	0	8.934336806759786149642871641E-8	0E+35	
simNo_4-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000	cell_0,cell_1,cell_10,cell_12,cell_13,cell_14,cell_15,cell_16,cell_19,cell_3,cell_4,cell_9	mut1	0	4.977376991139926695962104742E-12	0E+39	
simNo_4-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000	cell_0,cell_1,cell_10,cell_12,cell_13,cell_16,cell_17,cell_2,cell_3,cell_5,cell_6,cell_9	mut0	0	4.977376991139926695962104742E-12	0E+39	
simNo_6-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000	cell_0,cell_1,cell_10,cell_12,cell_14,cell_15,cell_17,cell_18,cell_19,cell_2,cell_3,cell_4,cell_5,cell_8	mut1	0	0.0004058944334616048660721505743	0E+31	
simNo_3-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000	cell_0,cell_1,cell_10,cell_12,cell_14,cell_16,cell_19,cell_8,cell_9	mut4	0.06301027647899953850804839347	0.06301027647899953850804839347	1	
simNo_3-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.2-na_0.25-d_0-l_1000000	cell_0,cell_1,cell_10,cell_12,cell_16,cell_19,cell_8,cell_9	mut2	8.995059967858597350964593836E-14	2.580404937326815477333854147E-8	0.000003485910229724284524299174608	
simNo_7-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000	cell_0,cell_1,cell_10,cell_12,cell_16,cell_2,cell_4,cell_5,cell_6	mut1	0	0.0001291289393147943460003275833	0E+31	
simNo_1-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.2-na_0.25-d_0-l_1000000	cell_0,cell_1,cell_10,cell_13,cell_14,cell_17,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	mut1	0	3.630532403879545595014416918E-8	0E+35	
